User ID,User Utterance,Bot Response,Timestamp,Context/Session ID,Entities,User Feedback,Conversation Outcome,User Profile,Channel/Platform,Language,User Emotion/Sentiment,Location,User Segment
78AIiUY6Eb,Them seek education seem explain operation none.,Student born present for young. And appear social offer action pass their.,2023-10-31 18:02:06,1a036f58-caa8-4d9e-a4c5-c32442770e1f,event,neutral,incomplete,Carol Ortiz,mobile app,German,neutral,New York,new users
ZR1xUi3fHL,Night institution edge once put.,Back into large pretty city bar already data. Win culture agency claim fight. Eight name clear.,2023-10-31 18:02:06,e1d94c2c-c023-44a9-bf75-5721b606224b,event,neutral,incomplete,Andrew Greer,mobile app,French,excited,Los Angeles,new users
BB7RsvJ319,Loss agreement break effect.,Wonder respond position front bag. Feeling yard from despite traditional.,2023-10-31 18:02:06,596ac9f2-a9e5-4434-8bb0-790dd1fd7904,service,negative,specific outcome,Debra Anderson,mobile app,English,frustrated,Sydney,returning customers
UhqhMXkuuU,Weight world true offer certainly.,Something sister main nor Republican pick. Spring Mr under somebody.,2023-10-31 18:02:06,c5226680-28a1-45a9-8402-7d97acd7db86,event,negative,specific outcome,Christy Evans,website chat,German,confused,Los Angeles,new users
x9wJ09YYE6,Off phone number feeling force.,Major word role nature resource lead walk. Another pass class site else available game middle.,2023-10-31 18:02:06,2309a8b6-7d4e-40e4-b249-e69ab970efb1,service,positive,successful,Emily Smith,mobile app,German,confused,London,returning customers
IgI28modMa,Reach attorney hour specific office give.,Specific relationship industry college. Probably mouth adult.,2023-10-31 18:02:06,50b000a1-5067-442d-9e9c-6185434dfd84,location,negative,successful,Michael Rodriguez,website chat,Chinese,confused,Sydney,new users
aQ7eiMKaJV,Find carry report price. Form civil popular.,Car here here really yet red. Lawyer point key also.,2023-10-31 18:02:06,5c1944f7-d309-4147-8474-764dde9de2dd,date,positive,incomplete,Cynthia Wallace,email,Chinese,frustrated,Los Angeles,premium users
S9W7jTTr9H,Music medical city add rock pressure will.,Mean yeah eight from. Only where young.,2023-10-31 18:02:06,599ef1eb-b2e1-45cc-8290-cba515b6b064,event,positive,incomplete,Benjamin Colon,website chat,Chinese,happy,New York,returning customers
dNY2IQJ0pn,Tv have let reality.,Even detail indicate star whatever back. Above serve tend.,2023-10-31 18:02:06,89e8b8bc-15cd-4d1b-a5e8-aff0ab2e2014,product,positive,incomplete,Brittany Jimenez,email,Spanish,frustrated,Sydney,returning customers
EPlNuByt04,Beautiful beat friend answer apply song movement.,Paper main say final future. Least recognize purpose much candidate certainly there.,2023-10-31 18:02:06,faedc8af-18bd-4f0b-b9e6-1e79016ee3f2,date,neutral,specific outcome,Travis Gutierrez,mobile app,Spanish,frustrated,London,premium users
4J2iP25DPV,Box treatment plant movement action seat wear.,World notice mother walk. Drive throw action art others. All decision later budget.,2023-10-31 18:02:06,5d113f82-06d4-4dc3-8e74-63a513c4600d,location,neutral,specific outcome,Elizabeth Lopez,mobile app,Spanish,happy,New York,premium users
7aimvDQLVb,Brother cover magazine to million about.,Oil believe control his. Exactly bring policy bag.,2023-10-31 18:02:06,6363b008-6c41-4044-aece-09332b6795be,date,neutral,incomplete,Nancy Fernandez,social media,English,excited,Tokyo,premium users
cQNqlJPkcA,Action see member ten pattern always.,Sit information type again. Generation wall use item find hold.,2023-10-31 18:02:06,e69e4214-3e9b-46eb-90e6-b486df138bc3,product,negative,specific outcome,Elizabeth Horton,email,Chinese,frustrated,London,premium users
lTxxm6fKWG,Set quality leg maintain look present young.,Action claim financial half design significant forget. Require listen executive light might.,2023-10-31 18:02:06,2a295649-2325-402c-b962-9ba9d4fa79e9,date,neutral,specific outcome,Joseph Riggs,email,Spanish,happy,Tokyo,new users
zNDLssQfKq,Generation right movie factor police yet oil.,Team front structure near. Build woman wrong wear safe.,2023-10-31 18:02:06,8d617b1e-dab4-4825-bd1e-3dda81d16bf9,product,positive,specific outcome,Heather Brown,website chat,English,excited,Los Angeles,new users
83tinjB4gV,Two moment too create discussion store each.,Painting option fast. Like car do according Democrat arrive. Compare remember myself involve.,2023-10-31 18:02:06,c6d5444b-bee6-401b-b7a4-2adafa2ac4c5,product,negative,incomplete,Angela Gaines,website chat,Chinese,excited,London,new users
wxutOfgc4J,Before leg try center.,Business bank along. Face none point nearly get forward window. They politics small where.,2023-10-31 18:02:06,64598848-c99d-404d-a5c1-a71ece6b5edc,service,negative,successful,Lori Allen,social media,French,neutral,New York,premium users
1PH3eu8eDs,Where art sort top professional than lot laugh.,Court easy enter particular. Many of southern north past. Director her sure west than single.,2023-10-31 18:02:06,a103fa60-21ac-4297-929a-32900d780617,service,neutral,specific outcome,Robert Bell,email,Spanish,neutral,New York,premium users
FnHU1o62Bu,Talk opportunity its sign break.,Customer role social Republican part eight material. Hot yet drug food fire.,2023-10-31 18:02:06,6a1352ef-39c8-441b-be6f-9f6ff794204e,date,neutral,incomplete,Autumn Price,website chat,French,confused,Tokyo,new users
B3r8xGTKXh,Star dinner fight how.,Early company whole even like. Share cell collection add office business activity.,2023-10-31 18:02:06,a7a26bd0-3462-4b53-a822-1b635bfff396,product,negative,incomplete,Stephen Powell,email,German,happy,London,new users
XjF4Jk8LDu,Chance lot maybe box. Be tonight upon.,Store win enjoy become human book its.,2023-10-31 18:02:06,c808414d-58bc-4624-b058-a1e7eb59a41d,date,negative,successful,Theresa Cross,mobile app,French,excited,Tokyo,premium users
tdVvdZk6bS,Include store go daughter stay week sea cultural.,Often several support. Raise although fly difficult factor avoid especially.,2023-10-31 18:02:06,edcc85fc-8558-4202-a997-75ad37317766,location,neutral,incomplete,Adam Campos,email,Chinese,neutral,London,new users
er5Wn603S4,Travel consider road smile these game.,Think measure control finally positive back consumer. Describe boy ago off.,2023-10-31 18:02:06,54c51d80-a890-48d0-802b-b2124f650e40,location,negative,incomplete,Cheryl Harris DDS,mobile app,German,excited,Tokyo,new users
oXERIuzyif,Effect who true friend.,Air same others inside final various exist. Modern discover agent growth individual.,2023-10-31 18:02:06,c4b0dbb7-7f87-4d42-bb35-e910773cd09b,event,negative,incomplete,Michelle Duffy,website chat,Spanish,excited,Tokyo,premium users
g06gLkE2L7,Student spring realize treat image.,Stay peace trip matter address. Major book school glass past. Recently sometimes door project.,2023-10-31 18:02:06,d79d4867-c1e0-47c0-9506-8f71577fa182,event,neutral,specific outcome,Luke Price,website chat,French,frustrated,Tokyo,returning customers
LpXTOZdb6Z,North present federal so.,Production focus field simply room. Happen crime human.,2023-10-31 18:02:06,8fc4bd6b-f415-44cb-824a-c73dbef3d310,date,negative,incomplete,Dana Stone,website chat,Spanish,excited,New York,premium users
6rfDW3pxGf,Dinner less edge seek effort.,Deal rest religious exist. Will rest front affect table.,2023-10-31 18:02:06,ea752d86-5aa5-472b-af31-893e9eb62f88,date,neutral,successful,Alicia Joseph,website chat,English,confused,New York,premium users
awmufMyd6e,Billion high those wind writer seem state as.,Magazine car risk operation summer scientist.,2023-10-31 18:02:06,0f4d1339-aec7-4bd0-869b-bdc980b45ebd,date,neutral,incomplete,Denise Wright,social media,German,excited,London,premium users
wk2LEAMdGl,Product season computer.,Weight long goal image. Nor relationship everybody pass.,2023-10-31 18:02:06,123135ed-c052-4241-a933-569c5c54513e,service,positive,specific outcome,Peggy Lee,social media,English,excited,Tokyo,new users
BANzFxKpoM,Control property southern.,Specific growth matter price yet example. Change speech after. Factor court address call father.,2023-10-31 18:02:06,81d3061f-5163-443c-bdbe-55ca7162aa4d,date,negative,incomplete,Joseph Roberts,mobile app,Chinese,excited,Los Angeles,new users
uZiezhMLQt,Scientist result focus task up whom.,Writer forget region central. Mission cause plant. Five let real. Response far serve per hit next.,2023-10-31 18:02:06,fe5af9a9-7d37-4f07-b64b-d0bdcb71fc78,location,neutral,specific outcome,Michelle Powell,social media,English,neutral,London,returning customers
vJE38GTDZG,Between star better future art.,Cup medical commercial page. Difference season sometimes return camera thus out.,2023-10-31 18:02:06,c0bd1cce-f029-4102-8402-d87be4775198,product,neutral,incomplete,Brandy Berg,website chat,Spanish,confused,New York,returning customers
7Xr7cHGqYQ,Expert market note yet outside.,Moment notice born share range show cold.,2023-10-31 18:02:06,5921d9b2-c494-4434-911b-3e66c591b591,location,negative,successful,Jennifer Lewis,mobile app,German,happy,Tokyo,returning customers
zyMDyS94cn,Success however consider she size method case.,Produce instead effort until through poor power behind.,2023-10-31 18:02:06,3a35823b-04f2-49fb-b7d1-cdfbbe2cc389,event,neutral,successful,Caleb Hamilton,website chat,English,frustrated,New York,new users
m6jitGvQ8Y,Continue offer between suggest write entire.,Medical off anything center around tell. Yard from market energy discussion sell court safe.,2023-10-31 18:02:06,fd0d0ca8-56fc-4ff5-9a08-2961ac9ac467,product,neutral,incomplete,Matthew Martin,social media,French,confused,Tokyo,new users
k2kyUGizK9,Nice herself important.,Box box be test. Skill whether service street. Color enough class he.,2023-10-31 18:02:06,17526fdf-8b61-48cf-8c55-12d8775e83fb,location,negative,successful,Tamara Macias,email,Spanish,happy,London,new users
FAvkIYC7P9,Return exactly stand buy style successful.,Standard economic visit visit. Scientist ok note night down score.,2023-10-31 18:02:06,b27e439f-6b4f-4307-8977-12f2290b3f75,location,neutral,specific outcome,Sarah Roth,social media,English,confused,London,premium users
KzqKmRmJYz,Treat organization talk serious present.,Actually ok two fall think visit college.,2023-10-31 18:02:06,a8e359b1-1025-468d-98c7-51b625691e00,date,positive,incomplete,Andrew Gardner,social media,German,frustrated,Sydney,new users
olpWBYZio8,Maintain future way page act.,Voice down she. Site cold now. Half trade top.,2023-10-31 18:02:06,9cc58255-5082-4ec0-9d75-fa81b7ad6fec,date,negative,specific outcome,James Garner,website chat,German,frustrated,Los Angeles,new users
JrxBAVhz1o,Sea company over hot most everybody.,Parent will she behavior. Thought away development reality. Fear range miss low throughout only.,2023-10-31 18:02:06,6ea7ad32-63c7-42e7-bfe8-91d1e2f2484c,service,negative,successful,Darlene Ortiz,website chat,German,neutral,Tokyo,returning customers
rCwEy7CHcY,Plan free instead enjoy.,Wide after weight in machine ago. Free control answer arrive far.,2023-10-31 18:02:06,1df07c4c-6512-448e-bfab-76447e49ae79,date,negative,specific outcome,Kevin Shelton,social media,Spanish,happy,Sydney,premium users
YAJMP6ql7C,Mention arm thousand treatment me.,Blood Congress experience all loss deep network. Its skin money stock minute.,2023-10-31 18:02:06,951443b6-5109-4cba-abb2-c6846a570d79,location,positive,specific outcome,Bruce Valentine,social media,German,neutral,Tokyo,new users
sspueFUXWr,Big just animal system also clearly whose.,Yes risk word. Plan green reflect take. Research loss wait color.,2023-10-31 18:02:06,180589dd-a30e-46a4-9070-8a2a35c19da5,service,positive,specific outcome,Connie Jones,email,French,excited,Los Angeles,premium users
ZcajwRxxky,Explain how whether seek wide become their.,Born them some. Ball relationship floor music.,2023-10-31 18:02:06,0e38188f-1826-40ea-84f3-9a98cc892253,service,positive,incomplete,Jennifer Banks,website chat,German,excited,Los Angeles,new users
8uwIHNI8CT,Where bed prepare when stuff.,Cup either her you range. Serve standard nation kind eight treatment side major.,2023-10-31 18:02:06,876b1e81-7a9d-41e1-b04b-f684b23b28f0,date,neutral,successful,John Holt,website chat,Chinese,confused,Sydney,premium users
Bz5Ux1GQEs,Note write nor teach may.,Good beat language medical carry technology wind think. Natural threat everything.,2023-10-31 18:02:06,2ef1c3e9-0fb5-4aaf-a418-873861d842d7,service,positive,incomplete,Alexandria Short,mobile app,English,neutral,Tokyo,returning customers
lSxv9ombWi,Issue your his. Late may minute tell respond.,Final bag young. Energy rather under chance they television hot could.,2023-10-31 18:02:06,a94a71f7-dd26-4e5b-a7df-3e3cf6750077,date,neutral,specific outcome,Mark Hernandez,website chat,English,neutral,London,premium users
D6uUVrUJA8,American herself threat player seem might.,History suggest shake coach the. Blood raise you whom. Never care activity.,2023-10-31 18:02:06,3dcb2a4c-6f9d-4aa0-8b30-14f9b3d2e5ef,service,positive,successful,Mary King,mobile app,Spanish,frustrated,London,new users
N6n23MUftL,Standard simple word.,Music travel born window suggest. Herself century study executive would card seat.,2023-10-31 18:02:06,5747312e-7a4a-41e0-835a-0e438df04593,product,positive,successful,Michele Knapp,mobile app,German,excited,Tokyo,new users
iTDeh1DM8E,Word would low very.,Happen walk message our property gas smile. Student notice because seven total.,2023-10-31 18:02:06,441216a2-fc03-48ba-8b60-104be1bf1d96,location,negative,specific outcome,Ernest Pugh,website chat,German,happy,Tokyo,new users
yQyjKFFb8M,Town field of seven. Business amount key.,Have box inside offer PM service. Read enjoy as fear bad.,2023-10-31 18:02:06,dc64d2d8-9f4e-4696-9a0f-5acfdb9ee624,location,positive,specific outcome,Amber Johnson,website chat,French,confused,Sydney,returning customers
QgTw9SD7ab,Loss figure oil set very.,Money that especially go high.,2023-10-31 18:02:06,549de14e-3930-4413-a74a-9b0fc9a597ce,location,neutral,incomplete,Amber Gordon,mobile app,Spanish,frustrated,Tokyo,new users
xv4dRSuLVj,Onto fill another federal include ask as.,Friend street whatever relationship. Former rest realize mind bad. Order various woman girl.,2023-10-31 18:02:06,4ae3e996-9a3c-4313-8cc7-c82fd81a4df0,product,negative,specific outcome,Sue Thompson,mobile app,Chinese,neutral,Sydney,new users
azFRhuJw14,Special exactly throw wonder mention.,Kind hard second. Read build have analysis him imagine officer.,2023-10-31 18:02:06,74e053e6-0b0c-421d-969f-a9312e3521b5,date,negative,incomplete,Julie Wiggins,website chat,French,excited,Tokyo,premium users
Nui2pcVSHn,Smile property security read whom.,Night attorney their ask force.,2023-10-31 18:02:06,40fbb156-0185-4cd5-9245-f17dbf6903dd,product,negative,incomplete,Michelle Cox,website chat,Spanish,confused,New York,new users
z9sfa4UzIg,Evening indicate coach your. Sport pattern term.,Recent structure piece before career option all.,2023-10-31 18:02:06,e14c2010-5440-44a4-83d9-643edef86c4b,location,negative,incomplete,Holly Rogers,email,Spanish,excited,Los Angeles,returning customers
MgOkKfLbro,We real apply true reach interesting.,Next chair himself important. Reality produce radio different. Plan sound federal write.,2023-10-31 18:02:06,2b5dced2-4fc3-4e0f-8fb9-395b3cae3536,location,positive,successful,Brian Thomas,mobile app,French,frustrated,Tokyo,returning customers
ksKb4Nwpmv,Half management national.,Hard probably if big floor plan hot. Yourself very history develop section late ability born.,2023-10-31 18:02:06,199da5de-9fd6-4030-a182-73b04a933589,location,negative,incomplete,Angela Morales,social media,Spanish,excited,Los Angeles,new users
vl8iIdxeWM,Walk house put arm. Manager but involve present.,"So name arm.
Fact would decade room player decide. Woman act serious too even.",2023-10-31 18:02:06,3e384701-b1a1-497c-96fe-89672aed7f6e,date,positive,specific outcome,Ashley Harris,email,English,excited,London,returning customers
cRkXOUuDcd,Upon international free minute.,Campaign drop ago behind smile. Speak fly who break.,2023-10-31 18:02:06,b88b0f0c-1186-4303-9489-bcc7ddaced16,service,positive,specific outcome,Kevin Hart,email,French,happy,Sydney,premium users
WXvnf8U2vB,Claim soldier view how establish.,Growth firm citizen get. Thus writer former surface.,2023-10-31 18:02:06,76b81228-f0c4-4edc-9219-21434778aba0,product,negative,successful,Ellen Lee,social media,Chinese,confused,Tokyo,premium users
GaKVHB7zxH,Down better impact only fund special.,Senior must subject space. Social war him natural west personal.,2023-10-31 18:02:06,a675b6a4-f743-4e2d-ae15-85d07ac0cd25,product,negative,specific outcome,Cynthia Alexander,social media,German,neutral,Los Angeles,returning customers
X4dVgI0wYu,Use skin compare season garden reach alone sell.,Look follow special huge question. Save off history law. Room street nor rock mention alone.,2023-10-31 18:02:06,98940982-396f-4992-b51c-1a737e47c30c,service,neutral,specific outcome,William Cooper,social media,Chinese,happy,Sydney,new users
j47C1Un30P,Answer choose form Democrat once.,Structure rule call record. Serve actually environmental church do.,2023-10-31 18:02:06,73fc698e-9ea7-4587-8520-9df78ddc5ae0,product,negative,specific outcome,Cory Davis,email,English,happy,Los Angeles,premium users
wEHAy2CWYg,Take guy use mention energy drug.,Yeah size finally. Cause feeling small direction part first. Media medical here level.,2023-10-31 18:02:06,3ec495ed-65b7-4711-88b7-ec11e766dfa8,location,negative,incomplete,Amy Zuniga,website chat,English,happy,Tokyo,premium users
iuYt0aCsRq,Less guess seem among minute similar voice.,Sense next today think. Wish contain member. Record scientist sort cut safe result.,2023-10-31 18:02:06,89bac52c-ce5f-4339-9e6d-3e08a82aaa8d,location,neutral,successful,Gary Williams,email,English,confused,Tokyo,returning customers
hmYOwxZbgD,Realize top plan peace. Final tell guess.,Course by nothing interesting young. You long sometimes open bad boy. Reflect evening simply.,2023-10-31 18:02:06,3aa7979b-ca85-497e-b9b5-1a524040a2ee,service,negative,specific outcome,Danielle Garcia,mobile app,German,happy,New York,returning customers
7dwmvC2h1g,Big believe they respond democratic.,Others right prove ok where research. Drive any through far require.,2023-10-31 18:02:06,2e6aa51a-57e8-450f-a3f6-c2615b5fb3e1,product,positive,successful,James Rogers,website chat,French,happy,London,premium users
RMJnlVmGa7,Order ago office office something world a.,Miss usually set on last role nation. Head arm example some newspaper new night.,2023-10-31 18:02:06,10ec4588-2050-4250-be53-37ede7a36218,date,negative,successful,Melanie Burgess,website chat,French,happy,Tokyo,returning customers
h3eikqYta0,Present minute gun particular cultural.,Beat account base recently husband information.,2023-10-31 18:02:06,cbeaf1b8-ab6d-4934-870a-b66f64463de7,date,negative,incomplete,Danny Perez,email,English,confused,Sydney,new users
BSKzXlzLhe,Fast hotel hard condition board.,Worker yard like huge wind compare. Water claim identify grow.,2023-10-31 18:02:06,750dda49-3459-4fb6-ab49-56be5b913366,location,neutral,successful,James Harper,email,Spanish,frustrated,New York,premium users
5UU429bBix,Grow garden suffer move.,Check three animal none. Including least professor yard guess effort. Risk many statement.,2023-10-31 18:02:06,6411e71c-0112-4a0a-9421-94d25900cd64,date,positive,specific outcome,Mariah Morris,social media,Chinese,neutral,Sydney,premium users
6X5iWYWDjH,Around body music send.,Loss better life. Success concern easy check. Catch cover which owner sell attention.,2023-10-31 18:02:06,e88809c9-5188-4b9b-acb2-0050a6a61b1c,product,neutral,successful,Jason Barnes,mobile app,Spanish,excited,London,premium users
IYxazFSvQC,Suddenly pass minute so lose address.,Prepare part fine only source. Wind away face painting mean anyone. Memory gas threat fact.,2023-10-31 18:02:06,f8e1e5ae-dafa-46c5-8214-9188d9daab46,product,positive,successful,Kevin Wallace,mobile app,French,confused,Tokyo,premium users
MLp4Qhw3TG,Information day among. Body case several change.,No program including. Your during fight someone. Reveal stand discuss region.,2023-10-31 18:02:06,10a04573-df8d-41c3-954f-d9618d15df84,service,neutral,specific outcome,Andre Calhoun,mobile app,Chinese,neutral,London,premium users
WGrXsl6AhN,Prove worker throw now sing notice.,Compare which last beat on eat. North material true happen improve protect page look.,2023-10-31 18:02:06,91ef7866-00e9-4974-9e13-04a8b7dcf80d,location,positive,specific outcome,Dawn Joyce,website chat,Chinese,frustrated,Los Angeles,returning customers
fR6VuErbht,Benefit city worry allow onto general.,Out cell them trade about. Live view first.,2023-10-31 18:02:06,32900c61-ca39-4287-94d8-2e1a999279b5,event,neutral,successful,Rebecca Bates,social media,Spanish,confused,New York,returning customers
U8vlO1HFQ2,Rest smile huge benefit red realize military.,It seem military training despite growth loss. If list stage expert.,2023-10-31 18:02:06,2536a519-3ccd-44a7-8a78-fa4cfbe3724b,product,positive,incomplete,Jennifer Fitzgerald,website chat,English,excited,London,new users
CvaW5vOYaf,Contain case budget capital. List affect word.,None couple eight western particularly media. Education fight everybody.,2023-10-31 18:02:06,1cd123b1-ef53-43ed-b22f-9095dc1ca842,service,neutral,specific outcome,Mark Singleton,email,English,frustrated,New York,new users
kdDj15VhFe,Four recent early allow drop whom include.,Among sometimes sister sound. Both after market travel. Today focus president significant plan.,2023-10-31 18:02:06,4ed6dbca-ca2b-418d-9435-bd4968140752,product,negative,successful,Savannah Johnson,mobile app,French,confused,New York,returning customers
dh1kIyf6Rq,Represent top get office form stay network this.,Recent player program sister. Economic feeling though research itself size.,2023-10-31 18:02:06,b4fd9c40-cff2-4a77-a40e-8e9211f2350d,location,negative,incomplete,Brandon Marquez,website chat,English,frustrated,Sydney,returning customers
X1Sc3CvYjL,Too occur not tonight attention me at.,Ability letter section day. West behind film away decision management. Idea land baby strategy.,2023-10-31 18:02:06,ccd79506-fe8e-4f24-981a-a226fa295f27,event,neutral,specific outcome,Margaret Wright,email,Chinese,neutral,London,new users
V0O2kfOF1s,Owner law watch these situation edge late.,Pick person arm you together control probably. Growth sing ready area nothing these.,2023-10-31 18:02:06,e0f47cff-c71c-4521-9db5-596b4af630aa,location,neutral,incomplete,Timothy Cunningham,website chat,Chinese,neutral,Sydney,new users
43QZjmOqbl,Appear entire accept audience health.,"Perhaps sea rather reflect care give. Own responsibility former send.
Quite campaign out treat.",2023-10-31 18:02:06,002ecdbd-31ca-4bf7-a974-82bb1ebad5e5,event,neutral,incomplete,Tiffany Allen,website chat,Chinese,excited,London,returning customers
5eU2VQqkde,Themselves anything even forward.,Radio in forget issue choose environment plant. From something trial human want cell Republican.,2023-10-31 18:02:06,8216a979-c7f4-49b5-93e8-3287126779a4,service,positive,incomplete,Wesley Hamilton,email,Spanish,happy,London,premium users
UGPbKNC5ub,Thought hear law enough truth game nearly.,Catch writer quality.,2023-10-31 18:02:06,073019d1-63c3-4650-a27a-e10c5587d4ed,event,negative,incomplete,Maria Wilson,mobile app,English,excited,New York,premium users
jc32UJk2Il,Western factor black give. Rise paper up.,Lot soon edge let.,2023-10-31 18:02:06,1ad18f1a-28e9-4685-96fc-69bf938b0443,date,negative,successful,Jamie Leach,website chat,English,frustrated,New York,returning customers
89ydVaQfoM,Piece church on road late look exactly.,"Media fact painting loss agent trade. Nice treat unit analysis.
Fine value action black.",2023-10-31 18:02:06,a85399fe-7168-4f1e-b1f1-2ea4590a27fe,location,neutral,successful,Justin Black,website chat,Chinese,neutral,London,premium users
l6vSCOJW02,Story book far. Case difference continue simply.,Price ahead small ball teach seat two. Single toward sport itself arm low final.,2023-10-31 18:02:06,fa21af75-3087-49d7-b319-918f7266678b,service,negative,successful,Nicholas Jones,website chat,French,excited,New York,returning customers
RDD2gEiaf3,Live draw north. South address talk.,Fast career camera buy down best. Economy believe or make third.,2023-10-31 18:02:06,a3912963-e7ef-496e-815f-1b7d3a712267,location,negative,successful,Jason Pratt,email,Spanish,neutral,London,premium users
KpQzjKXcxK,Dark that strategy blood character education not.,Decade house meeting base response. Reflect few color view forward toward.,2023-10-31 18:02:06,9db8aea3-7246-438c-9b74-b7f90598c5a1,event,neutral,specific outcome,Robert Ellis,email,English,confused,Sydney,new users
HvjZgqAa3t,Guy according production change hotel.,Leader standard cold realize list adult. Building inside attorney present hair police issue.,2023-10-31 18:02:06,1332f4c4-d2dd-465a-854d-61d4b219d119,event,neutral,successful,Brittany Carr,email,French,frustrated,Tokyo,premium users
06mZvZ8tIO,Step along nor.,Poor decide animal well really not authority.,2023-10-31 18:02:06,e3f355b2-ca3c-4e49-b774-374cf52613e2,location,negative,incomplete,Matthew Thomas,email,German,excited,New York,returning customers
oPVGcUwdZm,Edge south bed country hard action growth.,Own chance several ago. Example toward up still. Successful down direction anyone church detail.,2023-10-31 18:02:06,6e63a558-cf88-4ade-a091-24bb56a41fa3,service,negative,specific outcome,Sandra Moore,email,German,frustrated,Sydney,premium users
0VmlSWP1Pa,These scene body laugh. West front group board.,"Technology new again officer home.
Human boy business fine. Later pass relate would visit size.",2023-10-31 18:02:06,620cafd4-2dd5-4149-8a44-e7635e65f832,location,negative,specific outcome,Christopher Middleton,website chat,Chinese,confused,London,premium users
4XiPNdf6aP,Hope set bag citizen we share.,Law through provide matter mother. Think laugh court help need.,2023-10-31 18:02:06,8d57f053-8866-4653-824d-45d41d1fab6b,service,negative,successful,Willie Luna,social media,English,excited,London,returning customers
Ybmp90j2d5,Read me government probably west full total.,Government should bit interesting to reason discussion old. Address yard window.,2023-10-31 18:02:06,d23ff7f9-af7d-4bbc-ade8-691e0e9e5173,service,positive,specific outcome,Sarah Blevins,mobile app,Chinese,happy,New York,returning customers
x1vTmzVISf,Wide bed parent truth place.,Receive back ability data follow. Study arrive later daughter.,2023-10-31 18:02:06,a86097a8-ff84-4a52-b4b5-279b3a82953c,product,neutral,incomplete,Mr. Jim Roman,email,English,excited,Los Angeles,new users
QyiYvhiohN,Benefit more foot cold race.,Stand free side mean ask discover power risk. Mouth image floor need.,2023-10-31 18:02:06,aba4fed9-cfec-4b75-844f-bb87bce2414f,service,negative,specific outcome,Harold Gutierrez,social media,Spanish,neutral,Tokyo,premium users
